,tweet,still_exists,in_english,sarcasm,additional_comments,antisemitism_rating,disagree_with,sentiment_rating,calling_out,is_about_the_holocaust,ihra_section
686,Jews not welcome at vigil for anitisemitic attacks. You couldn’t make this up. https://t.co/zD8Xv3uJeA,True,True,False,discovering,2,False,4,False,False,13
687,@wwalwyn @Freeyourmindkid Im THINKING. I dont know any disadvantaged Jews. Maybe I live in the wrong state,True,True,False,desinformation,4,False,2,False,False,13
688,@BADRELBAZ1 After they stole the land from the Jews...,True,True,False,No comments.,2,False,3,False,False,13
689,"On January 6, make the world a safer place for Jews.

On #JewishandProud Day, we can all beat back the hatred and the fear Jews face on a daily basis.

Show your Jewish pride. Because an attack on one Jew is an attack on us all.

https://t.co/h0t9XKUmLH",True,True,False,No comments.,1,False,5,False,False,13
690,"Neu in der DÖW-Bibliothek: 
Ilana Fritz Offenberger: ""The Jews of Nazi Vienna, 1938-1945. Rescue and Destruction"" (Palgrave 2017)
https://t.co/i1NBo13QO8 https://t.co/z8RzggFeNC",True,True,False,No comments.,1,False,3,False,False,13
691,‘The Mexicans are the new Jews’ — Music legend Linda Ronstadt isn’t afraid of comparing Trump to Hitler https://t.co/w1QzElGBCZ,True,True,False,problematically comparison,2,False,3,False,False,13
692,"On International Holocaust Remembrance Day, we mourn the lives of 6 million Jews who were systematically murdered.

Today and every day, we must redouble our efforts to confront anti-Semitism and all forms of religious discrimination and say #NeverAgain.",True,True,False,remembrance,1,False,4,False,False,13
693,"First they blame the Jews, now they blame America, taking a page from #China’s newest propoaganda effort: 

#Iran MP blames #US for bringing a “new deadly strain” of virus to Iran.

Source: https://t.co/9Bp9hvVyaY https://t.co/Fv77GqbUnu",True,True,False,No comment,1,False,4,False,False,13
694,"Jews nowadays believe that with the power of transhumanism they can achieve anything, become robotically trans even, which they strongly advocate for, a theocratic leader chooses those who can transition",True,True,False,No comments.,5,False,1,True,False,1
695,Are these University students or Jews in Hitler’s Germany?,True,True,False,probematically comparison,2,False,3,False,False,13
696,"""Free speech"" is when Jews say they are chosen by God.

""Hate speech"" is when white people say they have a right to exist. https://t.co/bKP6z5UzvU",True,True,False,No comments.,1,False,3,False,False,13
697,Incompetent De Blasio Scapegoats the Jews | National Review https://t.co/SxPKaNEKj2,True,True,False,No comments.,2,False,4,False,False,13
698,"The historian Paul Mojzes lists 1,998 Jews, 38,010 Serbs, and 88 Croats killed at Jadovno and related execution grounds, including the island of Pag. among them 1,000 children.

July 1941 https://t.co/KTpDZF4Rbm",True,True,False,remembrance,1,False,4,True,False,13
699,"“Several Trump fans shouted ‘Fake news!’ at reporters filming them, and one shouted ‘the media is run by Jews’ at a Reuters photographer.”",True,True,False,discovering,2,False,3,False,False,13
700,"When attacks on Jews were spiking, de Blassio was slow to act. Now he says he'll have the police arrest Jewish mourners. https://t.co/Hu0lYtK6i9",True,True,False,No comments.,2,False,3,False,False,13
701,"If this doesn’t sound like what the Jews faced in Germany in 1930s, what else would? India in 2020. https://t.co/A7BPrUFFTW",True,True,False,No comments.,2,False,3,False,False,13
702,If you were in 1940s Germany you would be reporting hiding Jews to the Gestapo.,True,True,False,"instrumentalisation of history, the other tweets of M. are very anarchical and brutally",4,True,2,False,False,13
703,"1938: Targeting businesses run by Jews  

2020: Targeting businesses owned by Muslims 

#DelhiRiots #DelhiViolence https://t.co/uMTDouIPst",True,True,False,muslem stereotype that they are victims from today,4,False,2,False,False,10
704,I do not like Jews,True,True,False,classical idiosyncratical racune against,5,False,1,True,False,0
705,@RepSwalwell @realDonaldTrump @RudyGiuliani @jdforward GEORGE SOROS ADMITS TO SELLING OUT JEWS DURING THE HOLOCAUST AND SAYS HE HAS NO REGRETS. https://t.co/BciLHdUEYb,True,True,False,No comments.,5,False,1,True,False,2
706,"The Islamic State urges its fighters and Muslims in general to attack Jews and make Trump's Mideast peace plan for #Israel fail, according to an audio recording released by ISIS.",True,True,False,No comments.,1,False,3,False,False,13
707,@hiphophistorian Jesus is not calling Ashkenazi Jews fake and the synagogue of Satan. The song says Jay is a racist Jew hater.,True,True,False,No comments.,5,False,2,True,False,1
708,"The White House has given press invitations to ""TruNews,"" a hate group which has called Jews ""deceivers,"" said Coronavirus was sent by God to kill transgender people, &amp; called immigrants a ""brown invasion.""

There is no place for hatemongers in the White House. https://t.co/A9YYk0NFgh",True,True,False,Rep.of Florida!?,5,False,1,True,False,2
709,"There are worldly jews, which have a bad rep. They love money too much and need to be tested. Then there's me, I will spend my money on whatever God deems necessary. My money will go towards building God's kingdom. Other people can worry about the poor, like Doug.",True,True,False,No comments.,5,False,2,True,False,2
710,"@iRateAll @funshographix And second Crusade: 1147. Several hundred Jews were slain in Ham, Sully, Carentan, and Rameru (all locations in France).",True,True,False,historical statement,2,False,3,False,False,13
711,"#India accepted Jews, just as they accepted many others fleeing religious persecution. One of the few places in diaspora where Jews were not persecuted by the majority population. @Claire_Voltaire",True,True,False,No comments.,2,False,3,False,False,13
712,"@realalescouser @Rachael_Swindon No. It's because she conflated Israel government with *all* Jews.

And that's blatant antisemitism.",True,True,False,No comments.,1,False,4,False,False,13
713,"Jewish boy punched on London bus; attacker shouts ‘Jews think they own world’ 

13-year-old assaulted as he travels toward Stamford Hill area, home to large ultra-Orthodox community; assailant reportedly also says ‘You f***ing Jews https://t.co/xBm8e65pmk via @timesofisrael",True,True,False,No comments.,1,False,4,False,False,13
714,"@haaretzcom --ISRAELI--ZIONIST,--""FALSE""--""JEWS""--BLOCK--THE--""WORLDS""---GOOD---""JEWISH""--""FAITH""--""JEWS""---REQUESTS--FOR--AN--OPEN--PUBLIC--DEBATE,--ON--ISRAELS--ACTIONS--IN--PALESTINE,-----ZIONIST--ISRAEL--HAS--PROVEN-TO,-THE--WHOLE--WORLD,-THEY--ARE--""NOT""--JEWISH""--""FAITH""--""FOLLOWERS""--",True,True,False,No comments.,5,False,2,True,False,6
715,"CHRISTIANS: this verse in the old testament says X
JEWS: It doesn't say that
CHRISTIAN: maybe. Who knows?
JEWS: we do. That's not in the Hebrew
CHRISTIAN: no one knows what the original language means
JEWS: Yes we do. We can read it.
CHRISTIAN: It's lost forever",True,True,False,generalisation,4,False,2,False,False,13
716,@pkosen @ArielElyseGold @benshapiro You never answered my question: why do hate Jews and Arabs?,True,True,False,"the other tweets : ""#Anti Fascist ...#Zionism Racism""",4,False,2,False,False,13
717,"chemical baths were used during the holocaust by Nazis to ""clean"" Jews &amp; before that by Americans at their borders to debug Mexicans.The baths were fatal/injurious.
India should worry abt these images being flashed internationally cause they will be seen as HumanRightsViolations. https://t.co/aspE1l7m8M",True,True,False,No comments,2,False,3,False,False,13
718,"The 2 issues are intertwined. If God disapproves of the raging injustices perpetrated by such ""Jews,"" the Torah says He will take the land away from them for being unworthy of it.",True,True,False,No comments.,2,False,4,False,False,13
719,"A Jewish student sees classmates doodling swastikas, calling a teacher an “obnoxious Jew,"" a photo w ""I H8 Jews"" laughed at in a chat, a group reading “Mein Kampf,” and teachers laughing at Jewish jokes. The community sided against the Jewish student. 

https://t.co/MubbDJY3Cj",True,True,False,No comments.,1,False,4,False,False,13
720,"It is #HolocaustMemorialDay. 

The Nazis targeted 

Jews
Romani people 
Disabled people 
Queer and trans people
People with the “wrong” political beliefs 
Slavs
and others. 

Never again means we all have to stand together when any of us is under attack. 

Never again is now.",True,True,True,No comments.,2,False,3,False,False,13
721,"@AndyWalker1963 @KeloidKrown @clarkegeorgina1 @mrjamesob Why did the Nazis make Jews wear the yellows stars as the contemplated their genocide? The genocide was unspokeable but the average German could ""other"" them.  Racists are different from their targets and average people can easily other them...",True,True,False,subsumption,2,False,3,False,False,13
722,"“White supremacists encouraging their members to spread coronavirus to cops, Jews, FBI says - ABC News” 
h/t ⁦@mindfulkoala⁩  https://t.co/oSZBqQLgrj",True,True,False,No comments.,2,False,3,False,False,13
723,"You have left Buddhists, Sikhs, Jains and Jews out. This is unconstitutional. It goes against Article 14 A of the Constitution.",True,True,False,No comments.,2,False,3,False,False,13
724,"Jews being burned in Berlin, 1510. 

Jewish kids get the shittiest coloring books. https://t.co/pxQBtzakQB",True,True,False,historical comment.,1,False,3,False,False,13
725,"@AviKaner No They don’t! They can’t live with Jews in Peace! They don’t understand the concepts of Tolerance,Respect &amp; Coexistence! As long as Ayatollahs regime is in power, they fan the flames! https://t.co/1lZQKUptwX",True,True,False,No comments.,1,False,3,False,False,13
726,The Germans deported 728 Poles (incl. over a dozen of Polish Jews) from Tarnów to #Auschwitz on 14 June 1940. This date is the beginning of the operation of this concentration camp. The history of this transport in our @googlearts exhibition: https://t.co/D32nKBWXkI https://t.co/eYxgYQjsd7,True,True,False,Remembrance.,1,False,3,False,False,13
727,"Meanwhile, kids in a Philly mosque caught on video singing about beheading Jews. The call to jihad is global, it knows no borders. There will never be 'peace' between the Israelis and the Fakestinians. Their doctrine of Sharia won't allow it.
Dar al harb vs Dar al Islam.",True,True,False,No comments.,1,False,3,False,False,13
728,"This time, he assures us, the rounding up of the Jews will be for their own good!",True,True,False,problematically comment,2,False,3,False,False,13
729,"In 1941 Jews in the occupied Netherlands were still allowed to use sport facilities. A year later, in July 1942, deportations to extermination camps began. https://t.co/Ebl8LkpUUa",True,True,False,remembrance,1,False,3,False,False,13
730,"#PTMExternalAgenda
PTM IS WORKING AGAINST Pakistan under the hands of Ashraf ghani modi Hitler and jews lobby @Riaz1i2 @TeamIK_Warriors https://t.co/50HAvK8KtX",True,True,False,No comments.,5,False,1,True,False,4
731,"Righteous Among Nations Raoul #Wallenberg provided about 4,500 Jews with papers that protected them from forced labor and exempted them from wearing the yellow star.
#OTD 17 January 1945 he disappeared after being taken away by Soviet soldiers.

Learn more https://t.co/V92PwR6OMD https://t.co/Omdh5JIs2A",True,True,False,rembrance,1,False,3,False,False,13
732,"Josh Frydenberg needs to tread very carefully mocking other religions. Too many religious groups, Jews, Uyghurs and Rohingyas  included, have been persecuted for their beliefs. The PM must apologise and require his treasurer to do likewise. This conduct is reprehensible.",True,True,False,No comments.,2,False,3,False,False,13
733,"Well, if this isn’t antisemitic HATE speech I don’t know what is ....
Calling Jews “blood sucking parasites” &amp;
White,Anglo Saxon Christians are “too stupid” 
Am I the only one who thinks THIS is racist? 
https://t.co/fIgX2zMuYa",True,True,False,reaction of anti-semtical statements,1,False,4,False,False,13
734,"6m Jews &amp; 5m communists, gypsy/travellers, people with disabilities, homosexuals &amp; people of colour all murdered by the Nazi regime, while millions stood by &amp; did nothing.  Never again must we be silent or afraid to raise our voices #HMD2020  #BeLouder. https://t.co/ugajUXemCt",True,True,False,No comments.,1,False,3,False,False,13
735,"I wish when ""Jews"" trended on twitter it was just because we are so so hot and cool but sadly it is usually .... how you say .... not for that reason :/",True,True,False,No comments.,2,False,3,False,False,13
736,"""Jews Selling Blacks"" Book Stirs Reparations Movement

Readers react strongly to damning evidence in this article by the Nation of Islam Research Group when posted on UNZ.

https://t.co/Q0ef3Q1I07 https://t.co/EPzrdGlDgp",True,True,False,No comments.,4,False,2,True,False,2
737,Why were jews trending at like 6am,True,True,False,No comments.,4,False,2,True,False,1
738,@arrowsmithwoman @JohnCooper0610 @zoesinger No.there was conflict in middle East that Muslim had problem with jews and https://t.co/CP4rjI4ReE it's solve.thats why this slogan came.,True,True,False,No comments,4,False,2,False,False,1
739,🛑#Iranian Jews join chorus of condemnation at Qassem Soleimani's assasination - A delegation of Iranian Jews led by the country’s chief rabbi was among those paying a condolence visit to the family of Qassem Soleimani. https://t.co/qMZ0QcHP6U,True,True,False,No comments.,4,False,2,True,False,0
740,"""Visible, but not too visible"" might just be the key. Jews are distinct enough from the majority to be labelled alien, but resemble the majority just enough to simultaneously be accused of infiltration. Antisemitism gets them coming and going.",True,True,False,No comments,4,False,2,False,False,2
741,Fun fact for Holocaust Remembrance Day: this was the same tactic used to keep European Jews out of the United States in the 1930s.,True,True,False,No comments.,2,False,3,False,False,13
742,"My feed is American Jews saying glowing things about Israel at AIPAC and Israelis having a meltdown over changes to the exit poll results.

 Solid illustration of modern Zionism.",True,True,False,No comments.,2,False,4,False,False,13
743,So it's ok to joke about Jews being put in ovens but God forbid we joke about black people picking cotton? FOH,True,True,False,No comments.,2,False,4,False,False,13
744,"Even after the demise of the two-state vision, a real model for Jews and Palestinians living together remains | Omri Boehm
https://t.co/EIblQ2Ea1o",True,True,False,No comments.,2,False,3,False,False,13
745,"The Romans accused the Jews of stealing the body of Jesus. This fascinating tidbit that has come down from history conveys a startling implication. It confirms, not from the Christian but rather from the Roman point of view, that the tomb was empty #HappyEaster",True,True,False,No comments.,2,False,3,False,False,13
746,"@TruNews Satan-Moses invented usury law for non-jews to finance ISRAEL'S BANKERS CARTEL DEBT TO EXIST. 

Money doesn't work created from thin air for SLAVERY to finance debt to death. 

BRAINWASHED SLAVES WORK FOR MONEY TO EXIST. 

ANTS BEES WORK WITHOUT MONEY. https://t.co/imUtuYFO7U",True,True,False,No comments.,5,False,1,True,False,2
747,"Artwork based on depiction of an unknown author (""MM"") about the selection of Jews at Auschwitz concentration camp. Original artworks are part of ""the Sketchbook from #Auschwitz, preserved in @AuschwitzMuseum https://t.co/MFMhiL9YXG",True,True,False,No comments.,1,False,3,False,False,13
748,@drunkhank3 @RoyGBryant @TomFitton https://t.co/xym3NbuDld Soros said himself he said himself he help nazis against his jews brothers,True,True,False,No comments.,5,False,2,True,False,2
749,"Throughout history, Jews have truly been their own worst enemy, meaning some of the worst and most dangerous Anti-Semites. To prove this, I just refer people to her feed. https://t.co/AFDvL230w9",True,True,False,No comments.,1,False,3,False,False,13
750,"""Street by street Jews were cleared and, at any moment, it was probably our turn.""

As a child, Ruth Rogoff escaped from Germany and arrived in Britain on the day that war started - 3 September 1939.

Here with her brother Salo, in the garden of their new home in October 1940. https://t.co/Oc3KRmNxOA",True,True,False,No comments.,1,False,4,False,False,13
751,"1347, Europe: Jews aren't dying of bubonic plague. They caused it!

2020, Twitter: https://t.co/PnOwx6Et7D",True,True,False,No comments.,5,False,3,True,False,9
752,"Orthodox rabbis have ruled that donating plasma is so important, you can drive on Shabbat to do so. 

“We as observant Jews have an obligation to preserve life, and save life, and help as many people as we can.”

https://t.co/IliIXodLEF",True,True,False,No comments.,1,False,4,False,False,13
753,Aalst’s Mayor Christoph D’Haese sees no problem with the representations of Jews that were visible during his city’s Carnival on Sunday. https://t.co/032RV9R40h,True,True,False,No comments.,4,False,2,False,False,0
754,"""Note how Anti-Zionism operates now: its main targets are the two places where Jews have organized most effectively for their defense: The State of Israel, and the pro-Israel lobby in the US. The legitimacy of both is relentlessly and uniquely questioned.""
https://t.co/yWPypYhM8e",True,True,False,No comments.,1,False,4,False,False,13
755,Labour forums are using Nazi conspiracies about Jews to blame us for Coronavirus,True,True,False,No comments.,1,False,4,False,False,13
756,More unhinged behavior by those who forgive violence against Jews.,True,True,False,No comments.,1,False,4,False,False,13
757,"First they came for the Jews, I mean Zionists. Then they came for the women, I mean transphobes.",True,True,False,No comments.,2,False,4,False,False,13
758,"Laura Loomer, “Mayor DiBlasio, how come u hate Jewish people?

Now he’s trying to lock up groups of Jews under the guise of “social distancing”.

“It’s for your safety”, he says. 

That’s the same thing the Nazis said.”

Plz Donate $5 to Laura Loomer at https://t.co/iGp2WFfHqI https://t.co/LBC9fhaGWN",True,True,False,No comments.,2,False,3,False,False,13
759,"Really?

Jews have a Jew-specific ""SJW""-ish term to label other Jews with?

The fuck is wrong with these people.

For those not in the know, here's the quick Wikipedia definition of Tikkun Olam.

I am *tired* of people acting like wanting things to be better is a bad thing. https://t.co/k0BTMtok76",True,True,False,No comments.,2,False,4,False,False,13
760,"New #blog post on the F word, troubling language, and #Mediterranean Jews https://t.co/4d6WHH6pef #multilingualism #Jewishstudies #postcolonialstudies #memorystudies",True,True,False,No comments,1,False,4,False,False,13
761,"“In Czechoslovakia, the word came out that it was now safe for the surviving Jews to come out of hiding. My great-aunt Hedwig, her husband, and two children believed it. They, too, were handed over to the Germans and murdered.” #YomHaShoah https://t.co/0SzaoeEbNy",True,True,False,remembrance,1,False,4,False,False,13
762,"Di Blasio , do you remember history?The Jews went through mass arrests once before 1941 - 1945 during the Holocaust or Ha-Shoah.Whisky Tango Foxtrot is wrong with you,you Communist Socialist! How invested with China are you.NewGreat Leap Foreword ✅🇺🇸 https://t.co/NGuXLSbih0",True,True,False,No comments.,2,False,3,False,False,13
763,@MsFinalSay All our candidates signing up to 10 commitments to the Board Of Deputies of (some) British Jews whose arguments are for the ousting of Jeremy from the Party? Discontinuity Corbynism in action.,True,True,False,No comments,4,False,2,False,False,13
764,"Di Blasio , do you remember history?The Jews went through mass arrests once before 1941 - 1945 during the Holocaust or Ha-Shoah.Whisky Tango Foxtrot is wrong with you,you Communist Socialist! How invested with China are you.NewGreat Leap Foreword ✅🇺🇸 https://t.co/NGuXLSbih0",True,True,False,No comments.,2,False,3,False,False,13
765,@salobonavia My dude just say you hate Jews already and stop pussyfootin’,True,True,False,No comments.,2,False,3,False,False,13
766,How the memory of the Shoah paradoxically turns against the Jews https://t.co/6yyai0HCyc https://t.co/e1TFZbUqFs,True,True,False,No comments.,1,False,4,False,False,13
767,"Hi. Jew here. The Nazi occupation of France lead to the murder of 72,500 Jews. Bernie Sanders, me, and millions of other Jews grew up w/ nearly no extended family in traumatized household because of the Nazis. This comment by Chris Matthews is disgusting. https://t.co/L2ybnPVAiI",True,True,False,No comments.,1,False,4,False,False,13
768,US House Democrats block bill opposing boycott of Jews (BDS) https://t.co/oHY1aVqY4V,True,True,False,No comments.,2,False,3,False,False,13
769,"“We are setting up militia that will help to eliminate Jews”, - from Yaroslav Stetsko letter to Stepan Bandera on June 25, 1941. Pictured is a monument to Yaroslav Stetsko. https://t.co/GZ7lt1gDEn",True,True,False,historical information,1,False,4,False,False,13
770,"@houmousstan @ukrianianjew @babyxcommie They slaughterd Jews way before there was any Israel. Just stfu.
https://t.co/fUwmBuVuA7 https://t.co/pcn384j6Q8",True,True,False,No comments.,1,False,4,False,False,13
771,"In 1942, #Turkey imposed a wealth [Varlık Vergisi] tax to seize assets of Jews, Armenians, Greeks &amp; others to redistribute it to Turks. 

Now the left(!) asks the same amid #Corona pandemic with #Kemalist fascists advocate it in the main opposition #CHP's channel Halk TV network. https://t.co/gzGN3PiqHJ",True,True,False,No comments.,1,False,4,False,False,13
772,@jeremycorbyn I presume your hatred of Jews means that you support Iran?,True,True,False,No comments.,1,False,4,False,False,13
773,"@JeffSamuels16 This cartoon is glaringly antisemitic. The mural, not so much. You are a hypocrite and a danger to Jews.",True,True,False,No comments.,2,False,4,False,False,13
774,"Red Army discovering the sites of mass killings as they chase retreating Germans forces; reporting Communists, Jews, gypsies killed en masse by Nazi invaders: https://t.co/D1sAMVLwR1",True,True,False,No comments.,1,False,4,False,False,13
775,@YasMohammedxx The NOI blames Jews for the slave trade,True,True,False,No comments.,1,False,4,False,False,13
776,@tellmeastory314 @LEBassett @emilylhauser Funny how Mexicans and Jews are white when it suits.,True,True,False,No comments.,2,False,4,False,False,13
777,"How many British Jews have left to join the mass murdering, mass raping and mass torturing Islamic State?",True,True,False,No comments.,5,False,1,True,False,0
778,"@Simon_the_Pratt @JeffreyASachs I don't see anything that invokes dual loyalty more that the conflation of Jews - all Jews - with the state of Israel. ""Jews"" per se are deemed to be so committed to Israel that criticism of Israeli policies is, per se, antisemitic.",True,True,False,No comments.,5,False,1,True,False,10
779,"The modern committed fascist in America.

""Alexa, how can white people exterminate the Jews?""",True,True,False,intention not clear,2,False,3,False,False,13
780,Hitler had not only killed 6 million Jews but also 5 million non-Jews too - No one is safe when you get a Hitler as the leader.,True,True,False,historical unconscious,2,False,3,False,False,13
781,"@GeorgeTakei To be quite blunt, Alan Dershowitz would not only have been one of the Jews shoveling the bodies into the ovens he would have been one of the lawyers defending the NAZI’s during the Nuremberg trials.",True,True,False,No comments.,5,False,1,True,False,0
782,Birthday message to Hitler.  You're dead and the Jews run the world.  HA HA! https://t.co/REpIu51wCu,True,True,False,No comments.,1,False,3,False,False,13
783,"On Yom HaShoah, #WeRemember the six million Jews who were murdered under the Nazi regime and reaffirm our commitment to preserving their eyewitness testimony. 75 years after the end of WWII in Europe, we say #NeverAgain. https://t.co/UkQTk7JvJ3 https://t.co/epOHSvGQ8g",True,True,False,remembrance,1,False,3,False,False,13
784,"Listen, Jews who don't keep kosher are 100% valid, but can we take a moment to appreciate how funny it is that the Bloomberg campaign posted this particular recipe the day after @JewishJournal said he's running 'the most radically Jewish campaign ever'?",True,True,False,No comments.,1,False,4,False,False,13
785,Well done to the NYC Jews https://t.co/4sLn578i42,True,True,False,No comments.,1,False,3,False,False,13
786,Asking Jews to obey the law is persecution. Expect literally every conservative to jump on this train. https://t.co/KhAf7LWSdn,True,True,False,"his logo subtitle ""No blodd to ...."" to an Israel-flag-picture",4,False,2,False,False,2
787,"As a Jew, I find this deeply offensive. The guy doesn’t give a toss about Jews, cozies up to anti-Semites, and yet just ahead of Florida primary he’s touting being 1st Jewish prez. Even then, he cant get halfway thru without bashing Israel. Absolutely disgusting.",True,True,False,No comments.,2,False,3,False,False,13
788,@NBCNewYork So if only those jews stayed where they belonged there wouldn't be any antisemitism.  Congratulations on the first worst take of the decade.,True,True,False,No comments.,5,False,1,True,False,3
789,"@TOOEdit If whites sided with non-whites and Palestinians against Jews, the Jewish elites will think twice about open borders. But whites defend Jews even as Jews use non-whites against whites. THAT is why whites lose.",True,True,False,No comments.,1,False,3,False,False,13
790,"@tinioril Uncritically spreading a false allegation of Jews killing children and refusing apology is something idiots do, not members of Congress. Again, I might be more forgiving if this wasn’t a clear pattern of behavior from her",True,True,False,No comments.,1,False,4,False,False,13
791,"The Labour report shows that a senior Labour officer choose not to suspend a member who called Jews ""cockroaches"" and said “never trust anything a jew says.” (p549)

#LabourLeaks #LabourReport",True,True,False,No comments.,1,False,4,False,False,13
792,"When someone says “I’m against settlements,” what they’re really saying is “I’m for ethnic cleansing of Jews in areas I don’t want them.” Jews cannot live outside of settlements in those areas w/o possibly fatal consequences. The PA regards sale of land to a Jew as a cap crime.",True,True,False,No comments.,1,False,4,False,False,13
793,"@HenMazzig They started with the Jews, whitewashing their role in the Holocaust. Now they come for gay people. Who next before the international community steps in? What if YOU are next?",True,True,False,No comment,5,False,2,True,False,4
794,"Today marks Holocaust Remembrance Day and 75 years since the liberation of Auschwitz. As we remember the six million Jews that were murdered in the Holocaust, let us recommit to the promise of ‘never again’ by working to eliminate anti-Semitism and bigotry wherever we see it.",True,True,False,No comments.,1,False,4,False,False,13
795,"India is not only a place where Jews never faced anti-semitism or persecution, it is also a county that provided a safe haven to Jews escaping the #Holocaust. #NeverForget #UnitedinMemory75 https://t.co/cBFLE9an6z",True,True,False,No comments.,1,False,4,False,False,13
796,Imagine how different it would be if Germany hadn't disarmed the Jews just 3 years before.  Imagine 6 million Jews armed as well as the Nazis. We wouldn't be able to call everyone we don't like 'Hitler'. https://t.co/85TQh4Q41Z,True,True,False,No comments.,5,False,1,True,False,4
797,"Fear of the crosses, fear of Jawi, fear of the transgenders, fear of the tudung, fear of the serban, fear of the Jews, fear of pluralism, fear of babi.

Nothing can be achieved when the society remains chained by irrational fears. We need to break these chains &amp; free ourselves.",True,True,False,No comments.,1,False,3,False,False,13
798,"That's right, Jews. . .  But where have you been, to be honest? . .",True,True,False,No comments.,5,False,1,False,False,2
799,"Theologically this is not even sound
Jesus had to die, no one was to blame, not Judas, not the Jews, not Pilate
He died for our sins, it's Church teaching
There was nothing unjust, no one had it in for him
It's a pathetic attempt to link Jesus' plight w/ Australian legal process.",True,True,False,No comments.,2,False,3,False,False,13
800,"No. ""Jews"" are NOT a race of people my friends.... they are NOT Hebrew Israelites nor are they ANCESTORS of them. Period. 

https://t.co/48cBUptYBe",True,True,False,context tweethttps://twitter.com/aisha_om_salah/status/1267861433242484736?s=20,2,False,3,False,False,13
801,"There's so much hate shit. And they hate ALL of us. Muslims, Jews, Sikhs, Black ppl, Indigenous ppl, Latinx ppl, AAPI ppl, disabled people, trans ppl, queer ppl, bi ppl, lesbian ppl, gay ppl, immigrant ppl. Not a marginalized group they're not anti.",True,True,False,No comments.,1,False,3,False,False,13
802,"@DonaldJTrumpJr .
🏴LEFTIST HATE AGENDA

- BIGOT DeBLASIO GOES OFF on JEWS, COPS, &amp; PATRIOTS WATCHING BLUE ANGELS

Same Day after He and His Wife went for a Long Stroll in a Crowded Park - Miles from His Home - DeBlasio Spews His Leftist Hate at Everyone He can Find

.

https://t.co/JrT656GSh3",True,True,False,No comments.,2,False,4,False,False,13
803,"Big joke! The US Senate passed a law granting quick citizenship to Jews who came from USSR fleeing persecution, now the Senator talks about Indus. Double standards. Pak lobby at work",True,True,False,No comments.,2,False,3,False,False,13
804,"In 1941 Jews in the occupied Netherlands were still allowed to use sport facilities. A year later, in July 1942, deportations to extermination camps began. https://t.co/Ebl8LkpUUa",True,True,False,No comments.,1,False,3,False,False,13
805,"Dr. Eugeniusz Lazowski who saved 8000 Jews by faking a typhus epidemic in Stalowa Wola (Nazi occupied Poland, 1943) https://t.co/foWMcDch3v",True,True,False,No comments.,1,False,3,False,False,13
806,"You've done absolutely nothing to bring people together. You hate Jews &amp; Israel. I will always remember 9-11 &amp; who was responsible for the killing of 3,000 Americans &amp; it wasn't Jews.",True,True,False,No comments.,1,False,4,False,False,13
807,"@jlpolaski @ynkutner @DavidCromie1 @OxfordDiplomat @anneinpt @elderofziyon Exactly. Jews legally purchased land and irrigated and drained it, making it fertile again.

Here's Jabotinsky on the matter of Jewish farmers and workers vs. fellaheen from a presentation in London, 1934. https://t.co/9fK5gPzuJA",True,True,False,No comments.,1,False,4,False,False,13
808,"Despite coronavirus, diaspora Jews can still come to Israel – if they make aliyah https://t.co/Crrk3ggexO",True,True,False,No comments.,1,False,4,False,False,13
809,The amazing Polish woman who hid and saved 16 Jews – and one German – in her house https://t.co/fcjQXvITKE,True,True,False,remembrance,1,False,4,False,False,13
810,@BeholdIsrael Not only Israelis and Jews but Christians too.,True,True,False,No comments.,1,False,4,False,False,13
811,have you ever noticed how when Christians are religious they’re considered devout and righteous but when Jews and Muslims are religious they’re all extremists and part of a brainwashed cult or is it just me,True,True,False,No comments.,1,False,4,False,False,13
812,‘The Mexicans are the new Jews’ — Music legend Linda Ronstadt isn’t afraid of comparing Trump to Hitler https://t.co/w1QzElGBCZ,True,True,False,No comments.,2,False,3,False,False,13
813,Republican Party leader in Delaware blames Jews for Trump’s impeachment  https://t.co/AvV41qA6wl,True,True,False,No comments.,1,False,3,False,False,13
814,"Di Blasio , do you remember history?The Jews went through mass arrests once before 1941 - 1945 during the Holocaust or Ha-Shoah.Whisky Tango Foxtrot is wrong with you,you Communist Socialist! How invested with China are you.NewGreat Leap Foreword ✅🇺🇸 https://t.co/NGuXLSbih0",True,True,False,No comments.,2,False,4,False,False,13
815,"Those who’ve read or watched on media the history &amp; stories of World War II &amp; about the atrocities of Germans over Jews, watch Hunters on Amazon Prime, an amazing show. You’d hate German Nazis more. I think every German should wake up with ‘tut mir leid’ instead of ‘guten morgen’",True,True,False,No comments.,1,False,4,False,False,13
816,"In 1941 Jews in the occupied Netherlands were still allowed to use sport facilities. A year later, in July 1942, deportations to extermination camps began. https://t.co/Ebl8LkpUUa",True,True,False,No comments.,1,False,4,False,False,13
817,Antichrist will not be a Muslim Jews would never accept a Muslim Christ,True,True,False,contradiction in the term 'Muslim christ'; generalisation,4,False,2,False,False,1
818,"@LomaahhMore Lomaahh, if he becomes the nominee, I think that a lot of Jews will Jexodous from the Democrat Party!  I'm not sure how you would feel about that, but I think it's time for them to leave.  Even without considering the rising antisemitism, the party has just gone stark raving mad.",True,True,False,No comments.,1,False,4,False,False,13
